,studrollno,SubName,SubjectId,per_lect
13154,18-1642     ,POS104  LEADERSHIP SKILLS IN  POLITICS,59844,71.42857142857143
13155,18-1642     ,SOC103,29970,76.92307692307693
13156,18-1644     ,ENC103 British Poetry  and  Drama,59870,92.85714285714286
13157,18-1644     ,English (GENERAL CORE),59904,73.33333333333333
13158,18-1644     ,KOG103,29944,64.28571428571429
13159,18-1644     ,POC103 INDIAN  CONSTITUTION,29923,84.61538461538461
13160,18-1644     ,POS104  LEADERSHIP SKILLS IN  POLITICS,59844,85.71428571428571
13161,18-1644     ,SOC103,29970,76.92307692307693
13162,18-1646     ,ENC103 British Poetry  and  Drama,59870,92.85714285714286
13163,18-1646     ,English (GENERAL CORE),59904,93.33333333333333
13164,18-1646     ,Geography (GE),29937,87.5
13165,18-1646     ,POC103 INDIAN  CONSTITUTION,29923,92.3076923076923
13166,18-1646     ,SOC103,29970,92.3076923076923
13167,18-1646     ,SOS103,29982,91.66666666666666
13168,18-1647     ,ENC103 British Poetry  and  Drama,59870,71.42857142857143
13169,18-1647     ,ENS102 Creative Writing,59868,69.23076923076923
13170,18-1647     ,Geography (GE),29937,81.25
13171,18-1647     ,MGC101,29955,92.85714285714286
13172,18-1647     ,POC103 INDIAN  CONSTITUTION,29923,76.92307692307693
13173,18-1647     ,SOC103,29970,84.61538461538461
13174,18-1648     ,Computer Science (SYBA) GE,59956,88.88888888888889
13175,18-1648     ,ENC103 British Poetry  and  Drama,59870,85.71428571428571
13176,18-1648     ,KGC101,29954,91.66666666666666
13177,18-1648     ,POC103 INDIAN  CONSTITUTION,29923,100.0
13178,18-1648     ,SOC103,29970,84.61538461538461
13179,18-1648     ,SOS103,29982,75.0
13180,18-1661     ,ENC103 British Poetry  and  Drama,59870,71.42857142857143
13181,18-1661     ,Geography (GE),29937,81.25
13182,18-1661     ,HNC103,59880,76.92307692307693
13183,18-1661     ,KGC101,29954,83.33333333333334
13184,18-1661     ,SOC103,29970,84.61538461538461
13185,18-1661     ,SOS103,29982,83.33333333333334
13186,18-1662     ,ENC103 British Poetry  and  Drama,59870,100.0
13187,18-1662     ,ENS102 Creative Writing,59868,92.3076923076923
13188,18-1662     ,HGC101,59906,100.0
13189,18-1662     ,HNC103,59880,92.3076923076923
13190,18-1662     ,HSG103 History  of  Human  Civilisation,29941,100.0
13191,18-1662     ,SOC103,29970,84.61538461538461
13192,18-1663     ,ENC103 British Poetry  and  Drama,59870,92.85714285714286
13193,18-1663     ,ENS102 Creative Writing,59868,69.23076923076923
13194,18-1663     ,Geography (GE),29937,81.25
13195,18-1663     ,HGC101,59906,76.92307692307693
13196,18-1663     ,HNC103,59880,76.92307692307693
13197,18-1663     ,SOC103,29970,76.92307692307693
13198,18-1664     ,ENC103 British Poetry  and  Drama,59870,78.57142857142857
13199,18-1664     ,ENS102 Creative Writing,59868,84.61538461538461
13200,18-1664     ,HGC101,59906,84.61538461538461
13201,18-1664     ,HNC103,59880,84.61538461538461
13202,18-1664     ,POG107 INTRODUCTION TO  HUMAN RIGHTS,29921,66.66666666666666
13203,18-1664     ,SOC103,29970,84.61538461538461
13204,18-1681     ,ENC103 British Poetry  and  Drama,59870,78.57142857142857
13205,18-1681     ,English (GENERAL CORE),59904,93.33333333333333
13206,18-1681     ,HSC103 History of Medieval India,29943,92.85714285714286
13207,18-1681     ,PSC 103 Social Psychology-I,59858,100.0
13208,18-1681     ,PSS 101 Stress Management ,29928,61.53846153846154
13209,18-1681     ,SOG103,30149,64.28571428571429
13210,18-1682     ,ENC103 British Poetry  and  Drama,59870,100.0
13211,18-1682     ,ENS102 Creative Writing,59868,76.92307692307693
13212,18-1682     ,English (GENERAL CORE),59904,100.0
13213,18-1682     ,HSC103 History of Medieval India,29943,100.0
13214,18-1682     ,PRG103 : Portuguese Language Level III,29950,100.0
13215,18-1682     ,PSC 103 Social Psychology-I,59858,100.0
13216,18-1683     ,ENC103 British Poetry  and  Drama,59870,64.28571428571429
13217,18-1683     ,English (GENERAL CORE),59904,93.33333333333333
13218,18-1683     ,HSC103 History of Medieval India,29943,92.85714285714286
13219,18-1683     ,PSC 103 Social Psychology-I,59858,78.57142857142857
13220,18-1683     ,PSS 101 Stress Management ,29928,76.92307692307693
13221,18-1683     ,Philosophy (GE),29924,84.61538461538461
13222,18-1684     ,ENC103 British Poetry  and  Drama,59870,71.42857142857143
13223,18-1684     ,English (GENERAL CORE),59904,80.0
13224,18-1684     ,HSC103 History of Medieval India,29943,85.71428571428571
13225,18-1684     ,HSS106 Appreciating India's Heritage,29942,71.42857142857143
13226,18-1684     ,PSC 103 Social Psychology-I,59858,85.71428571428571
13227,18-1684     ,SOG103,30149,71.42857142857143
13228,18-1685     ,ENC103 British Poetry  and  Drama,59870,92.85714285714286
13229,18-1685     ,ENS102 Creative Writing,59868,92.3076923076923
13230,18-1685     ,English (GENERAL CORE),59904,80.0
13231,18-1685     ,HSC103 History of Medieval India,29943,92.85714285714286
13232,18-1685     ,PSC 103 Social Psychology-I,59858,100.0
13233,18-1685     ,Philosophy (GE),29924,92.3076923076923
13234,18-1686     ,ENC103 British Poetry  and  Drama,59870,100.0
13235,18-1686     ,ENS102 Creative Writing,59868,92.3076923076923
13236,18-1686     ,English (GENERAL CORE),59904,100.0
13237,18-1686     ,French (GE),29936,100.0
13238,18-1686     ,HSC103 History of Medieval India,29943,92.85714285714286
13239,18-1686     ,PSC 103 Social Psychology-I,59858,100.0
13240,18-1688     ,ENC103 British Poetry  and  Drama,59870,78.57142857142857
13241,18-1688     ,HGC101,59906,76.92307692307693
13242,18-1688     ,HSC103 History of Medieval India,29943,78.57142857142857
13243,18-1688     ,PSC 103 Social Psychology-I,59858,85.71428571428571
13244,18-1688     ,PSS 101 Stress Management ,29928,76.92307692307693
13245,18-1688     ,Philosophy (GE),29924,76.92307692307693
13246,18-1689     ,ENC103 British Poetry  and  Drama,59870,64.28571428571429
13247,18-1689     ,English (GENERAL CORE),59904,73.33333333333333
13248,18-1689     ,HSC103 History of Medieval India,29943,78.57142857142857
13249,18-1689     ,PSC 103 Social Psychology-I,59858,50.0
13250,18-1689     ,PSS 101 Stress Management ,29928,53.84615384615385
13251,18-1689     ,SOG103,30149,57.14285714285714
13252,18-1690     ,ENC103 British Poetry  and  Drama,59870,42.857142857142854
13253,18-1690     ,English (GENERAL CORE),59904,60.0
13254,18-1690     ,HSC103 History of Medieval India,29943,78.57142857142857
13255,18-1690     ,POG107 INTRODUCTION TO  HUMAN RIGHTS,29921,26.666666666666668
13256,18-1690     ,PSC 103 Social Psychology-I,59858,57.14285714285714
13257,18-1690     ,PSS 101 Stress Management ,29928,53.84615384615385
13258,18-1691     ,ENC103 British Poetry  and  Drama,59870,78.57142857142857
13259,18-1691     ,HGC101,59906,76.92307692307693
13260,18-1691     ,HSC103 History of Medieval India,29943,78.57142857142857
13261,18-1691     ,POG107 INTRODUCTION TO  HUMAN RIGHTS,29921,80.0
13262,18-1691     ,PSC 103 Social Psychology-I,59858,92.85714285714286
13263,18-1691     ,PSS 101 Stress Management ,29928,69.23076923076923
13264,18-1692     ,ENC103 British Poetry  and  Drama,59870,100.0
13265,18-1692     ,ENS102 Creative Writing,59868,69.23076923076923
13266,18-1692     ,English (GENERAL CORE),59904,73.33333333333333
13267,18-1692     ,HSC103 History of Medieval India,29943,85.71428571428571
13268,18-1692     ,PRG103 : Portuguese Language Level III,29950,100.0
13269,18-1692     ,PSC 103 Social Psychology-I,59858,92.85714285714286
13270,18-1693     ,ENC103 British Poetry  and  Drama,59870,57.14285714285714
13271,18-1693     ,English (GENERAL CORE),59904,66.66666666666666
13272,18-1693     ,HSC103 History of Medieval India,29943,64.28571428571429
13273,18-1693     ,HSS106 Appreciating India's Heritage,29942,71.42857142857143
13274,18-1693     ,PSC 103 Social Psychology-I,59858,92.85714285714286
13275,18-1693     ,SOG103,30149,85.71428571428571
13276,18-1695     ,ENC103 British Poetry  and  Drama,59870,85.71428571428571
13277,18-1695     ,ENS102 Creative Writing,59868,92.3076923076923
13278,18-1695     ,HGC101,59906,92.3076923076923
13279,18-1695     ,HSC103 History of Medieval India,29943,100.0
13280,18-1695     ,PSC 103 Social Psychology-I,59858,100.0
13281,18-1695     ,SOG103,30149,100.0
13282,18-1696     ,ENC103 British Poetry  and  Drama,59870,78.57142857142857
13283,18-1696     ,ENS102 Creative Writing,59868,84.61538461538461
13284,18-1696     ,English (GENERAL CORE),59904,80.0
13285,18-1696     ,HSC103 History of Medieval India,29943,100.0
13286,18-1696     ,PSC 103 Social Psychology-I,59858,100.0
13287,18-1696     ,SOG103,30149,71.42857142857143
13288,18-1698     ,Computer Science (SYBA) GE,59956,76.47058823529412
13289,18-1698     ,ENC103 British Poetry  and  Drama,59870,92.85714285714286
13290,18-1698     ,HSC103 History of Medieval India,29943,100.0
13291,18-1698     ,KGC101,29954,91.66666666666666
13292,18-1698     ,PSC 103 Social Psychology-I,59858,92.85714285714286
13293,18-1698     ,PSS 101 Stress Management ,29928,76.92307692307693
13294,18-1699     ,ENC103 British Poetry  and  Drama,59870,50.0
13295,18-1699     ,English (GENERAL CORE),59904,80.0
13296,18-1699     ,HSC103 History of Medieval India,29943,64.28571428571429
13297,18-1699     ,PSC 103 Social Psychology-I,59858,85.71428571428571
13298,18-1699     ,PSS 101 Stress Management ,29928,53.84615384615385
13299,18-1699     ,Philosophy (GE),29924,76.92307692307693
13300,18-1700     ,ENC103 British Poetry  and  Drama,59870,100.0
13301,18-1700     ,ENS102 Creative Writing,59868,92.3076923076923
13302,18-1700     ,English (GENERAL CORE),59904,100.0
13303,18-1700     ,French (GE),29936,92.85714285714286
13304,18-1700     ,HSC103 History of Medieval India,29943,100.0
13305,18-1700     ,PSC 103 Social Psychology-I,59858,100.0
13306,18-1701     ,ENC103 British Poetry  and  Drama,59870,85.71428571428571
13307,18-1701     ,HSC103 History of Medieval India,29943,85.71428571428571
13308,18-1701     ,HSS106 Appreciating India's Heritage,29942,100.0
13309,18-1701     ,KGC101,29954,75.0
13310,18-1701     ,PSC 103 Social Psychology-I,59858,92.85714285714286
13311,18-1701     ,SOG103,30149,100.0
13312,18-1702     ,Computer Science (SYBA) GE,59956,64.70588235294117
13313,18-1702     ,ENC103 British Poetry  and  Drama,59870,57.14285714285714
13314,18-1702     ,HSC103 History of Medieval India,29943,100.0
13315,18-1702     ,KGC101,29954,83.33333333333334
13316,18-1702     ,PSC 103 Social Psychology-I,59858,71.42857142857143
13317,18-1702     ,PSS 101 Stress Management ,29928,76.92307692307693
13318,18-1703     ,ENC103 British Poetry  and  Drama,59870,85.71428571428571
13319,18-1703     ,English (GENERAL CORE),59904,80.0
13320,18-1703     ,HSC103 History of Medieval India,29943,78.57142857142857
13321,18-1703     ,PSC 103 Social Psychology-I,59858,78.57142857142857
13322,18-1703     ,PSS 101 Stress Management ,29928,84.61538461538461
13323,18-1703     ,Philosophy (GE),29924,100.0
13324,18-1704     ,ENC103 British Poetry  and  Drama,59870,85.71428571428571
13325,18-1704     ,ENS102 Creative Writing,59868,69.23076923076923
13326,18-1704     ,English (GENERAL CORE),59904,66.66666666666666
13327,18-1704     ,HSC103 History of Medieval India,29943,78.57142857142857
13328,18-1704     ,KOG103,29944,50.0
13329,18-1704     ,PSC 103 Social Psychology-I,59858,100.0
13330,18-1705     ,ENC103 British Poetry  and  Drama,59870,100.0
13331,18-1705     ,English (GENERAL CORE),59904,100.0
13332,18-1705     ,French (GE),29936,92.85714285714286
13333,18-1705     ,HSC103 History of Medieval India,29943,100.0
13334,18-1705     ,PSC 103 Social Psychology-I,59858,100.0
13335,18-1705     ,PSS 101 Stress Management ,29928,92.3076923076923
13336,18-1706     ,ENC103 British Poetry  and  Drama,59870,78.57142857142857
13337,18-1706     ,English (GENERAL CORE),59904,86.66666666666667
13338,18-1706     ,HSC103 History of Medieval India,29943,71.42857142857143
13339,18-1706     ,PSC 103 Social Psychology-I,59858,71.42857142857143
13340,18-1706     ,PSS 101 Stress Management ,29928,69.23076923076923
13341,18-1706     ,SOG103,30149,57.14285714285714
13342,18-1707     ,ENC103 British Poetry  and  Drama,59870,71.42857142857143
13343,18-1707     ,ENS102 Creative Writing,59868,76.92307692307693
13344,18-1707     ,English (GENERAL CORE),59904,86.66666666666667
13345,18-1707     ,HSC103 History of Medieval India,29943,92.85714285714286
13346,18-1707     ,PSC 103 Social Psychology-I,59858,78.57142857142857
13347,18-1707     ,Philosophy (GE),29924,84.61538461538461
13348,18-1711     ,Computer Science (SYBA) GE,59956,94.44444444444444
13349,18-1711     ,ENC103 British Poetry  and  Drama,59870,85.71428571428571
13350,18-1711     ,ENS102 Creative Writing,59868,84.61538461538461
13351,18-1711     ,English (GENERAL CORE),59904,86.66666666666667
13352,18-1711     ,HSC103 History of Medieval India,29943,85.71428571428571
13353,18-1711     ,POC103 INDIAN  CONSTITUTION,29923,92.3076923076923
13354,18-1712     ,ENC103 British Poetry  and  Drama,59870,64.28571428571429
13355,18-1712     ,ENS102 Creative Writing,59868,53.84615384615385
13356,18-1712     ,English (GENERAL CORE),59904,80.0
13357,18-1712     ,HSC103 History of Medieval India,29943,100.0
13358,18-1712     ,POC103 INDIAN  CONSTITUTION,29923,46.15384615384615
13359,18-1712     ,SOG103,30149,71.42857142857143
13360,18-1713     ,ENC103 British Poetry  and  Drama,59870,71.42857142857143
13361,18-1713     ,English (GENERAL CORE),59904,86.66666666666667
13362,18-1713     ,HSC103 History of Medieval India,29943,100.0
13363,18-1713     ,HSS106 Appreciating India's Heritage,29942,78.57142857142857
13364,18-1713     ,POC103 INDIAN  CONSTITUTION,29923,84.61538461538461
13365,18-1713     ,SOG103,30149,78.57142857142857
13366,18-1714     ,ENC103 British Poetry  and  Drama,59870,42.857142857142854
13367,18-1714     ,ENS102 Creative Writing,59868,53.84615384615385
13368,18-1714     ,English (GENERAL CORE),59904,66.66666666666666
13369,18-1714     ,HSC103 History of Medieval India,29943,92.85714285714286
13370,18-1714     ,POC103 INDIAN  CONSTITUTION,29923,46.15384615384615
13371,18-1714     ,SOG103,30149,28.57142857142857
13372,18-1715     ,Computer Science (SYBA) GE,59956,66.66666666666666
13373,18-1715     ,ENC103 British Poetry  and  Drama,59870,57.14285714285714
13374,18-1715     ,English (GENERAL CORE),59904,80.0
13375,18-1715     ,HSC103 History of Medieval India,29943,85.71428571428571
13376,18-1715     ,POC103 INDIAN  CONSTITUTION,29923,84.61538461538461
13377,18-1715     ,POS104  LEADERSHIP SKILLS IN  POLITICS,59844,28.57142857142857
13378,18-1716     ,AECC - English,29675,75.0
13379,18-1716     ,ENC101 Popular Literature,4013,66.66666666666666
13380,18-1716     ,GC : Communicative  English 1.1,30017,61.111111111111114
13381,18-1716     ,Geography (BA) - GE,29976,82.35294117647058
13382,18-1716     ,HSC101 History  of Goa,4015,69.23076923076923
13383,18-1716     ,POC101 INTRODUCTION TO  POLITICAL THEORY,4028,76.92307692307693
13384,18-1717     ,ENC103 British Poetry  and  Drama,59870,71.42857142857143
13385,18-1717     ,ENS102 Creative Writing,59868,76.92307692307693
13386,18-1717     ,English (GENERAL CORE),59904,66.66666666666666
13387,18-1717     ,HSC103 History of Medieval India,29943,100.0
13388,18-1717     ,POC103 INDIAN  CONSTITUTION,29923,53.84615384615385
13389,18-1717     ,SOG103,30149,57.14285714285714
13390,18-1718     ,ENC103 British Poetry  and  Drama,59870,85.71428571428571
13391,18-1718     ,HSC103 History of Medieval India,29943,85.71428571428571
13392,18-1718     ,HSS106 Appreciating India's Heritage,29942,64.28571428571429
13393,18-1718     ,KGC101,29954,83.33333333333334
13394,18-1718     ,POC103 INDIAN  CONSTITUTION,29923,76.92307692307693
13395,18-1718     ,SOG103,30149,71.42857142857143
13396,18-1720     ,ENC103 British Poetry  and  Drama,59870,78.57142857142857
13397,18-1720     ,ENS102 Creative Writing,59868,69.23076923076923
13398,18-1720     ,HSC103 History of Medieval India,29943,92.85714285714286
13399,18-1720     ,KGC101,29954,83.33333333333334
13400,18-1720     ,POC103 INDIAN  CONSTITUTION,29923,53.84615384615385
13401,18-1720     ,Philosophy (GE),29924,92.3076923076923
13402,18-1721     ,ENC103 British Poetry  and  Drama,59870,64.28571428571429
13403,18-1721     ,ENS102 Creative Writing,59868,76.92307692307693
13404,18-1721     ,Geography (GE),29937,75.0
13405,18-1721     ,HGC101,59906,61.53846153846154
13406,18-1721     ,HSC103 History of Medieval India,29943,50.0
13407,18-1721     ,POC103 INDIAN  CONSTITUTION,29923,76.92307692307693
13408,18-1732     ,ENC103 British Poetry  and  Drama,59870,64.28571428571429
13409,18-1732     ,ENS102 Creative Writing,59868,53.84615384615385
13410,18-1732     ,English (GENERAL CORE),59904,80.0
13411,18-1732     ,HNC103,59880,53.84615384615385
13412,18-1732     ,HSC103 History of Medieval India,29943,71.42857142857143
13413,18-1732     ,SOG103,30149,57.14285714285714
13414,18-1733     ,ENC103 British Poetry  and  Drama,59870,85.71428571428571
13415,18-1733     ,Geography (GE),29937,81.25
13416,18-1733     ,HNC103,59880,76.92307692307693
13417,18-1733     ,HSC103 History of Medieval India,29943,85.71428571428571
13418,18-1733     ,HSS106 Appreciating India's Heritage,29942,92.85714285714286
13419,18-1733     ,MGC101,29955,64.28571428571429
13420,18-1741     ,ENC103 British Poetry  and  Drama,59870,78.57142857142857
13421,18-1741     ,English (GENERAL CORE),59904,93.33333333333333
13422,18-1741     ,HSC103 History of Medieval India,29943,57.14285714285714
13423,18-1741     ,HSS106 Appreciating India's Heritage,29942,71.42857142857143
13424,18-1741     ,PRC103 : Portuguese : Literary Prose,29989,100.0
13425,18-1741     ,SOG103,30149,71.42857142857143
13426,18-1761     ,ENC103 British Poetry  and  Drama,59870,57.14285714285714
13427,18-1761     ,HNG103,29938,78.57142857142857
13428,18-1761     ,MGC101,29955,64.28571428571429
13429,18-1761     ,MRC103,59898,75.0
13430,18-1761     ,MRS101 ,59896,60.0
13431,18-1761     ,POC103 INDIAN  CONSTITUTION,29923,61.53846153846154
13432,18-1762     ,ENC103 British Poetry  and  Drama,59870,64.28571428571429
13433,18-1762     ,HNG103,29938,78.57142857142857
13434,18-1762     ,MGC101,29955,71.42857142857143
13435,18-1762     ,MRC103,59898,75.0
13436,18-1762     ,MRS101 ,59896,66.66666666666666
13437,18-1762     ,POC103 INDIAN  CONSTITUTION,29923,84.61538461538461
13438,18-1771     ,ENC103 British Poetry  and  Drama,59870,71.42857142857143
13439,18-1771     ,Geography (GE),29937,75.0
13440,18-1771     ,HGC101,59906,92.3076923076923
13441,18-1771     ,HNC103,59880,61.53846153846154
13442,18-1771     ,HNS101,29939,75.0
13443,18-1771     ,MRC103,59898,93.75
13444,18-1795     ,ECC105 INDIAN ECONOMY ,10958,87.5
13445,18-1795     ,ECD109 INTERNATIONAL  ECONOMICS,5481,80.0
13446,18-1795     ,POC105  WESTERN POLITICAL THINKERS (PLATO TO  LOCKE) ,30349,100.0
13447,18-1795     ,POD101  INTERNATIONAL  RELATIONS,30355,83.33333333333334
13448,18-1795     ,Project,29993,100.0
13449,18-1796     ,POC105  WESTERN POLITICAL THINKERS (PLATO TO  LOCKE) ,30349,100.0
13450,18-1796     ,POC107 INDIAN  POLITICAL  THINKERS (KAUTILYA TO  VIVEKANANDA),30353,92.3076923076923
13451,18-1796     ,POC109  GOVERNMENT  AND  POLITICS  OF  GOA  (1961 - 1987),30351,93.75
13452,18-1796     ,POD101  INTERNATIONAL  RELATIONS,30355,83.33333333333334
13453,18-1796     ,POD103  Public Administration,30345,85.71428571428571
13454,18-1796     ,POD105 COMPARATIVE  GOVT.,30347,100.0
13455,18-1796     ,Project,29993,100.0
13456,18-1801     ,Advertising Management,60606,62.5
13457,18-1801     ,English  Compulsory,30305,85.71428571428571
13458,18-1801     ,Event Management,60604,94.44444444444444
13459,18-1801     ,GE : Media  and  Psychology,30320,90.9090909090909
13460,18-1801     ,Introduction to Audio Video Media,60600,66.66666666666666
13461,18-1801     ,Reporting  and  Feature  Writing,60578,95.65217391304348
13462,18-1802     ,Advertising Management,60606,75.0
13463,18-1802     ,Audio Production,60602,100.0
13464,18-1802     ,English  Compulsory,30305,92.85714285714286
13465,18-1802     ,GE : Media  and  Psychology,30320,100.0
13466,18-1802     ,Introduction to Audio Video Media,60600,66.66666666666666
13467,18-1802     ,Reporting  and  Feature  Writing,60578,100.0
13468,18-1803     ,Advertising Management,60606,75.0
13469,18-1803     ,Audio Production,60602,100.0
13470,18-1803     ,English  Compulsory,30305,92.85714285714286
13471,18-1803     ,GE : Media  and  Psychology,30320,100.0
13472,18-1803     ,Introduction to Audio Video Media,60600,88.88888888888889
13473,18-1803     ,Reporting  and  Feature  Writing,60578,100.0
13474,18-1804     ,Advertising Management,60606,93.75
13475,18-1804     ,English  Compulsory,30305,85.71428571428571
13476,18-1804     ,Event Management,60604,94.44444444444444
13477,18-1804     ,GE : Media  and  Psychology,30320,90.9090909090909
13478,18-1804     ,Introduction to Audio Video Media,60600,100.0
13479,18-1804     ,Reporting  and  Feature  Writing,60578,86.95652173913044
13480,18-1805     ,Advertising Management,60606,93.75
13481,18-1805     ,Audio Production,60602,100.0
13482,18-1805     ,English  Compulsory,30305,64.28571428571429
13483,18-1805     ,GE : Media  and  Psychology,30320,72.72727272727273
13484,18-1805     ,Introduction to Audio Video Media,60600,55.55555555555556
13485,18-1805     ,Reporting  and  Feature  Writing,60578,91.30434782608695
13486,18-1806     ,Advertising Management,60606,68.75
13487,18-1806     ,Audio Production,60602,100.0
13488,18-1806     ,English  Compulsory,30305,78.57142857142857
13489,18-1806     ,GE : Media  and  Psychology,30320,90.9090909090909
13490,18-1806     ,Introduction to Audio Video Media,60600,61.111111111111114
13491,18-1806     ,Reporting  and  Feature  Writing,60578,78.26086956521739
13492,18-1807     ,Advertising Management,60606,75.0
13493,18-1807     ,Audio Production,60602,100.0
13494,18-1807     ,English  Compulsory,30305,42.857142857142854
13495,18-1807     ,GE : Media  and  Psychology,30320,90.9090909090909
13496,18-1807     ,Introduction to Audio Video Media,60600,61.111111111111114
13497,18-1807     ,Reporting  and  Feature  Writing,60578,65.21739130434783
13498,18-1808     ,Advertising Management,60606,81.25
13499,18-1808     ,Audio Production,60602,100.0
13500,18-1808     ,English  Compulsory,30305,71.42857142857143
13501,18-1808     ,GE : Media  and  Psychology,30320,54.54545454545454
13502,18-1808     ,Introduction to Audio Video Media,60600,55.55555555555556
13503,18-1808     ,Reporting  and  Feature  Writing,60578,73.91304347826086
13504,18-1809     ,Advertising Management,60606,75.0
13505,18-1809     ,English  Compulsory,30305,92.85714285714286
13506,18-1809     ,Event Management,60604,88.88888888888889
13507,18-1809     ,GE : Media  and  Psychology,30320,100.0
13508,18-1809     ,Introduction to Audio Video Media,60600,100.0
13509,18-1809     ,Reporting  and  Feature  Writing,60578,100.0
13510,18-1810     ,Advertising Management,60606,62.5
13511,18-1810     ,English  Compulsory,30305,78.57142857142857
13512,18-1810     ,Event Management,60604,83.33333333333334
13513,18-1810     ,GE : Media  and  Psychology,30320,90.9090909090909
13514,18-1810     ,Introduction to Audio Video Media,60600,61.111111111111114
13515,18-1810     ,Reporting  and  Feature  Writing,60578,73.91304347826086
13516,18-1811     ,Advertising Management,60606,56.25
13517,18-1811     ,English  Compulsory,30305,71.42857142857143
13518,18-1811     ,Event Management,60604,77.77777777777779
13519,18-1811     ,GE : Media  and  Psychology,30320,81.81818181818183
13520,18-1811     ,Introduction to Audio Video Media,60600,66.66666666666666
13521,18-1811     ,Reporting  and  Feature  Writing,60578,69.56521739130434
13522,18-1812     ,Advertising Management,60606,75.0
13523,18-1812     ,English  Compulsory,30305,78.57142857142857
13524,18-1812     ,Event Management,60604,88.88888888888889
13525,18-1812     ,GE : Media  and  Psychology,30320,100.0
13526,18-1812     ,Introduction to Audio Video Media,60600,94.44444444444444
13527,18-1812     ,Reporting  and  Feature  Writing,60578,100.0
13528,18-1813     ,Advertising Management,60606,87.5
13529,18-1813     ,English  Compulsory,30305,71.42857142857143
13530,18-1813     ,Event Management,60604,88.88888888888889
13531,18-1813     ,GE : Media  and  Psychology,30320,63.63636363636363
13532,18-1813     ,Introduction to Audio Video Media,60600,88.88888888888889
13533,18-1813     ,Reporting  and  Feature  Writing,60578,82.6086956521739
13534,18-1814     ,Advertising Management,60606,62.5
13535,18-1814     ,Audio Production,60602,100.0
13536,18-1814     ,English  Compulsory,30305,57.14285714285714
13537,18-1814     ,GE : Media  and  Psychology,30320,81.81818181818183
13538,18-1814     ,Introduction to Audio Video Media,60600,66.66666666666666
13539,18-1814     ,Reporting  and  Feature  Writing,60578,69.56521739130434
13540,18-1815     ,Advertising Management,60606,87.5
13541,18-1815     ,English  Compulsory,30305,71.42857142857143
13542,18-1815     ,Event Management,60604,83.33333333333334
13543,18-1815     ,GE : Media  and  Psychology,30320,63.63636363636363
13544,18-1815     ,Introduction to Audio Video Media,60600,77.77777777777779
13545,18-1815     ,Reporting  and  Feature  Writing,60578,73.91304347826086
13546,18-1816     ,Advertising Management,60606,81.25
13547,18-1816     ,English  Compulsory,30305,92.85714285714286
13548,18-1816     ,Event Management,60604,88.88888888888889
13549,18-1816     ,GE : Media  and  Psychology,30320,100.0
13550,18-1816     ,Introduction to Audio Video Media,60600,83.33333333333334
13551,18-1816     ,Reporting  and  Feature  Writing,60578,78.26086956521739
13552,18-1817     ,Advertising Management,60606,75.0
13553,18-1817     ,Audio Production,60602,100.0
13554,18-1817     ,English  Compulsory,30305,57.14285714285714
13555,18-1817     ,GE : Media  and  Psychology,30320,54.54545454545454
13556,18-1817     ,Introduction to Audio Video Media,60600,88.88888888888889
13557,18-1817     ,Reporting  and  Feature  Writing,60578,56.52173913043478
13558,18-1819     ,Advertising Management,60606,56.25
13559,18-1819     ,Audio Production,60602,100.0
13560,18-1819     ,English  Compulsory,30305,42.857142857142854
13561,18-1819     ,GE : Media  and  Psychology,30320,100.0
13562,18-1819     ,Introduction to Audio Video Media,60600,55.55555555555556
13563,18-1819     ,Reporting  and  Feature  Writing,60578,73.91304347826086
13564,18-1821     ,Advertising Management,60606,75.0
13565,18-1821     ,Audio Production,60602,100.0
13566,18-1821     ,English  Compulsory,30305,85.71428571428571
13567,18-1821     ,GE : Media  and  Psychology,30320,81.81818181818183
13568,18-1821     ,Introduction to Audio Video Media,60600,83.33333333333334
13569,18-1821     ,Reporting  and  Feature  Writing,60578,91.30434782608695
13570,18-1822     ,Advertising Management,60606,68.75
13571,18-1822     ,English  Compulsory,30305,85.71428571428571
13572,18-1822     ,Event Management,60604,61.111111111111114
13573,18-1822     ,GE : Media  and  Psychology,30320,81.81818181818183
13574,18-1822     ,Introduction to Audio Video Media,60600,72.22222222222221
13575,18-1822     ,Reporting  and  Feature  Writing,60578,82.6086956521739
13576,18-1823     ,Advertising Management,60606,62.5
13577,18-1823     ,English  Compulsory,30305,100.0
13578,18-1823     ,Event Management,60604,88.88888888888889
13579,18-1823     ,GE : Media  and  Psychology,30320,90.9090909090909
13580,18-1823     ,Introduction to Audio Video Media,60600,77.77777777777779
13581,18-1823     ,Reporting  and  Feature  Writing,60578,91.30434782608695
13582,18-1824     ,Advertising Management,60606,81.25
13583,18-1824     ,English  Compulsory,30305,100.0
13584,18-1824     ,Event Management,60604,94.44444444444444
13585,18-1824     ,GE : Media  and  Psychology,30320,90.9090909090909
13586,18-1824     ,Introduction to Audio Video Media,60600,93.75
13587,18-1824     ,Reporting  and  Feature  Writing,60578,82.6086956521739
13588,18-1825     ,Advertising Management,60606,93.75
13589,18-1825     ,English  Compulsory,30305,92.85714285714286
13590,18-1825     ,Event Management,60604,94.44444444444444
13591,18-1825     ,GE : Media  and  Psychology,30320,90.9090909090909
13592,18-1825     ,Introduction to Audio Video Media,60600,100.0
